fire_id,date,time_jst,time_server,pattern,direction,entry_price,h1_atr16,h1_atr32,h1_atr_median,h1_atr_ratio,atr_zone,h1_pair,h1_pair_state,h1_pattern,h1_vel3,h1_accel,h1_adx32,h1_adx_zone,h1_di_plus,h1_di_minus,h1_di_spread,h1_ma,h1_ma_dist,h4_atr8,h4_atr46,h4_pair,h4_pair_state,h4_adx46,h4_adx_zone,h4_di_plus,h4_di_minus,h4_di_spread,h4_cross_bars,h4_cross_dir,d1_atr22,d1_atr42,d1_adx22,d1_di_plus,d1_di_minus,d1_di_dir,cross_dir,d1_cross_bars,f1_none_sell,f2_patb_midh_sell,f3_patd_pd_buy,f4_patc_up_none_midh,f5_patb_up_bu_midh,f6_patc_up_pd_midh,f7_tight_sell,f8_patc_none_sell,f9_pata_weakup_sell,pass_all,mfe_12h,mae_12h,mfe_24h,mae_24h,mfe_36h,mae_36h,mfe_48h,mae_48h,mfe_bar_idx_48h,mae_bar_idx_48h,bars_traced
1,2025-03-08,2025-03-08 01:00,2025-03-07 19:00,PatB,BUY,2908.030,8.916,8.898,6.912,1.2899,NORMAL,1.0019,NEUTRAL,RISING_DECEL,11.73,-17.14,9.83,LOW,13.54,17.70,-4.16,2913.843,-0.653,16.860,17.167,0.9821,NEUTRAL,9.79,LOW,16.75,16.69,0.06,0,DOWN,42.205,37.265,35.04,20.63,12.55,UP,BU,19,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10.200,6.060,10.200,25.260,10.200,27.900,13.950,27.900,43,26,48
2,2025-03-10,2025-03-10 21:00,2025-03-10 15:00,PatA,SELL,2903.390,8.084,8.482,6.994,1.1559,NORMAL,0.9532,NEUTRAL,RISING_DECEL,10.20,-9.22,11.23,LOW,13.51,18.11,-4.60,2909.729,-0.747,14.905,17.033,0.8751,CONTRACT,8.71,LOW,15.93,17.94,-2.01,5,DOWN,42.157,37.633,32.91,18.84,15.25,UP,BU,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,23.260,7.100,23.260,18.590,23.260,18.590,23.260,25.820,6,48,48
3,2025-03-10,2025-03-10 22:00,2025-03-10 16:00,PatA,SELL,2908.150,8.259,8.518,7.009,1.1783,NORMAL,0.9696,NEUTRAL,RISING_DECEL,8.62,-8.87,11.31,LOW,13.25,17.01,-3.76,2909.633,-0.174,16.464,17.423,0.9450,CONTRACT,8.82,LOW,15.25,19.13,-3.88,6,DOWN,42.157,37.633,32.91,18.84,15.25,UP,BU,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,28.020,2.340,28.020,13.830,28.020,13.830,28.020,30.860,5,48,48
4,2025-03-13,2025-03-13 01:00,2025-03-12 19:00,PatA,BUY,2936.120,7.365,6.398,7.059,1.0433,NORMAL,1.1511,EXPAND,RISING_DECEL,8.47,-15.01,22.51,MID,29.86,11.85,18.01,2916.971,2.993,13.351,15.842,0.8428,CONTRACT,9.51,LOW,20.04,14.43,5.60,18,DOWN,41.460,37.756,30.60,21.08,12.71,UP,BU,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,10.960,5.340,49.110,5.340,57.740,5.340,68.760,5.340,39,3,48
5,2025-03-13,2025-03-13 22:00,2025-03-13 16:00,PatC,BUY,2969.930,7.247,7.305,7.078,1.0238,NORMAL,0.9920,NEUTRAL,EXPANDING,33.06,33.42,23.27,MID,25.89,14.43,11.46,2936.372,4.594,16.563,15.903,1.0415,NEUTRAL,12.98,LOW,24.42,12.23,12.19,0,UP,41.258,38.665,31.38,26.77,11.61,UP,BU,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,22.910,3.640,34.950,3.640,34.950,3.640,34.950,3.640,19,1,48
6,2025-03-13,2025-03-13 22:00,2025-03-13 16:00,PatD,BUY,2969.930,7.247,7.305,7.078,1.0238,NORMAL,0.9920,NEUTRAL,EXPANDING,33.06,33.42,23.27,MID,25.89,14.43,11.46,2936.372,4.594,16.563,15.903,1.0415,NEUTRAL,12.98,LOW,24.42,12.23,12.19,0,UP,41.258,38.665,31.38,26.77,11.61,UP,BU,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,22.910,3.640,34.950,3.640,34.950,3.640,34.950,3.640,19,1,48
7,2025-03-13,2025-03-13 23:00,2025-03-13 17:00,PatC,BUY,2977.800,7.703,7.371,7.078,1.0883,NORMAL,1.0450,NEUTRAL,EXPANDING,35.90,28.05,23.96,MID,27.99,13.55,14.44,2938.883,5.280,16.563,15.903,1.0415,NEUTRAL,12.98,LOW,24.42,12.23,12.19,0,UP,41.258,38.665,31.38,26.77,11.61,UP,BU,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,16.060,1.440,27.080,1.440,27.080,1.440,27.080,1.440,18,2,48
8,2025-03-13,2025-03-13 23:00,2025-03-13 17:00,PatD,BUY,2977.800,7.703,7.371,7.078,1.0883,NORMAL,1.0450,NEUTRAL,EXPANDING,35.90,28.05,23.96,MID,27.99,13.55,14.44,2938.883,5.280,16.563,15.903,1.0415,NEUTRAL,12.98,LOW,24.42,12.23,12.19,0,UP,41.258,38.665,31.38,26.77,11.61,UP,BU,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,16.060,1.440,27.080,1.440,27.080,1.440,27.080,1.440,18,2,48
9,2025-03-14,2025-03-14 00:00,2025-03-13 18:00,PatC,BUY,2980.260,8.141,7.435,7.079,1.1499,NORMAL,1.0949,EXPAND,EXPANDING,29.50,12.82,25.05,MID,31.10,12.73,18.36,2941.391,5.228,16.563,15.903,1.0415,NEUTRAL,12.98,LOW,24.42,12.23,12.19,0,UP,41.258,38.665,31.38,26.77,11.61,UP,BU,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,13.600,3.900,24.620,3.900,24.620,3.900,24.620,3.900,17,1,48
10,2025-03-14,2025-03-14 00:00,2025-03-13 18:00,PatD,BUY,2980.260,8.141,7.435,7.079,1.1499,NORMAL,1.0949,EXPAND,EXPANDING,29.50,12.82,25.05,MID,31.10,12.73,18.36,2941.391,5.228,16.563,15.903,1.0415,NEUTRAL,12.98,LOW,24.42,12.23,12.19,0,UP,41.258,38.665,31.38,26.77,11.61,UP,BU,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,13.600,3.900,24.620,3.900,24.620,3.900,24.620,3.900,17,1,48
11,2025-03-14,2025-03-14 01:00,2025-03-13 19:00,PatA,BUY,2979.430,8.187,7.362,7.090,1.1547,NORMAL,1.1121,EXPAND,RISING_DECEL,12.97,-20.09,26.05,MID,29.21,12.07,17.14,2943.696,4.854,16.563,15.903,1.0415,NEUTRAL,12.98,LOW,24.42,12.23,12.19,0,UP,41.258,38.665,31.38,26.77,11.61,UP,BU,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,14.430,0.390,25.450,1.020,25.450,1.020,25.450,1.020,16,21,48
12,2025-03-14,2025-03-14 01:00,2025-03-13 19:00,PatD,BUY,2979.430,8.187,7.362,7.090,1.1547,NORMAL,1.1121,EXPAND,RISING_DECEL,12.97,-20.09,26.05,MID,29.21,12.07,17.14,2943.696,4.854,16.563,15.903,1.0415,NEUTRAL,12.98,LOW,24.42,12.23,12.19,0,UP,41.258,38.665,31.38,26.77,11.61,UP,BU,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,14.430,0.390,25.450,1.020,25.450,1.020,25.450,1.020,16,21,48
13,2025-03-14,2025-03-14 18:00,2025-03-14 12:00,PatD,BUY,2993.320,7.254,7.720,7.186,1.0095,NORMAL,0.9396,CONTRACT,RISING_ACCEL,6.02,24.47,36.21,HIGH,25.98,10.69,15.29,2972.216,2.734,16.970,15.342,1.1061,EXPAND,18.20,LOW,24.92,9.84,15.07,1,UP,40.412,38.629,32.75,29.57,10.60,UP,BU,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,6.300,14.910,7.850,14.910,10.170,14.910,42.450,14.910,48,5,48
14,2025-03-14,2025-03-14 19:00,2025-03-14 13:00,PatC,BUY,2993.600,7.294,7.639,7.188,1.0148,NORMAL,0.9548,NEUTRAL,EXPANDING,10.57,30.06,36.54,HIGH,24.40,10.04,14.36,2973.512,2.630,16.970,15.342,1.1061,EXPAND,18.20,LOW,24.92,9.84,15.07,1,UP,40.412,38.629,32.75,29.57,10.60,UP,BU,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,6.020,15.190,7.570,15.190,14.680,15.190,44.610,15.190,48,4,48
15,2025-03-14,2025-03-14 19:00,2025-03-14 13:00,PatD,BUY,2993.600,7.294,7.639,7.188,1.0148,NORMAL,0.9548,NEUTRAL,EXPANDING,10.57,30.06,36.54,HIGH,24.40,10.04,14.36,2973.512,2.630,16.970,15.342,1.1061,EXPAND,18.20,LOW,24.92,9.84,15.07,1,UP,40.412,38.629,32.75,29.57,10.60,UP,BU,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,6.020,15.190,7.570,15.190,14.680,15.190,44.610,15.190,48,4,48
16,2025-03-14,2025-03-14 20:00,2025-03-14 14:00,PatC,BUY,2993.800,7.393,7.708,7.189,1.0284,NORMAL,0.9591,NEUTRAL,EXPANDING,14.12,30.73,36.91,HIGH,23.42,9.43,13.98,2974.742,2.473,16.970,15.342,1.1061,EXPAND,18.20,LOW,24.92,9.84,15.07,1,UP,40.412,38.629,32.75,29.57,10.60,UP,BU,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.260,15.390,7.370,15.390,18.240,15.390,44.410,15.390,47,3,48
17,2025-03-14,2025-03-14 20:00,2025-03-14 14:00,PatD,BUY,2993.800,7.393,7.708,7.189,1.0284,NORMAL,0.9591,NEUTRAL,EXPANDING,14.12,30.73,36.91,HIGH,23.42,9.43,13.98,2974.742,2.473,16.970,15.342,1.1061,EXPAND,18.20,LOW,24.92,9.84,15.07,1,UP,40.412,38.629,32.75,29.57,10.60,UP,BU,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.260,15.390,7.370,15.390,18.240,15.390,44.410,15.390,47,3,48
18,2025-03-14,2025-03-14 21:00,2025-03-14 15:00,PatD,BUY,2985.200,7.677,8.018,7.199,1.0664,NORMAL,0.9575,NEUTRAL,RISING_DECEL,5.83,-0.19,36.11,HIGH,22.00,13.57,8.43,2975.375,1.225,16.970,15.342,1.1061,EXPAND,18.20,LOW,24.92,9.84,15.07,1,UP,40.412,38.629,32.75,29.57,10.60,UP,BU,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,8.850,6.790,15.970,6.790,29.710,6.790,53.010,6.790,46,2,48
19,2025-03-14,2025-03-14 22:00,2025-03-14 16:00,PatA,BUY,2985.360,7.965,8.162,7.204,1.1056,NORMAL,0.9759,NEUTRAL,RISING_DECEL,9.19,-1.38,35.19,HIGH,20.66,13.49,7.17,2975.981,1.149,16.843,15.348,1.0974,EXPAND,19.03,LOW,23.85,10.80,13.05,2,UP,40.412,38.629,32.75,29.57,10.60,UP,BU,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,8.690,6.950,15.810,6.950,31.800,6.950,52.850,6.950,45,1,48
20,2025-03-14,2025-03-14 22:00,2025-03-14 16:00,PatD,BUY,2985.360,7.965,8.162,7.204,1.1056,NORMAL,0.9759,NEUTRAL,RISING_DECEL,9.19,-1.38,35.19,HIGH,20.66,13.49,7.17,2975.981,1.149,16.843,15.348,1.0974,EXPAND,19.03,LOW,23.85,10.80,13.05,2,UP,40.412,38.629,32.75,29.57,10.60,UP,BU,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,8.690,6.950,15.810,6.950,31.800,6.950,52.850,6.950,45,1,48
21,2025-03-14,2025-03-14 23:00,2025-03-14 17:00,PatA,BUY,2984.370,8.215,8.258,7.208,1.1397,NORMAL,0.9948,NEUTRAL,RISING_DECEL,11.12,-3.01,33.78,HIGH,19.41,15.27,4.14,2976.489,0.954,16.843,15.348,1.0974,EXPAND,19.03,LOW,23.85,10.80,13.05,2,UP,40.412,38.629,32.75,29.57,10.60,UP,BU,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,9.680,2.660,16.800,2.660,32.790,2.660,53.840,2.660,44,5,48
22,2025-03-14,2025-03-14 23:00,2025-03-14 17:00,PatD,BUY,2984.370,8.215,8.258,7.208,1.1397,NORMAL,0.9948,NEUTRAL,RISING_DECEL,11.12,-3.01,33.78,HIGH,19.41,15.27,4.14,2976.489,0.954,16.843,15.348,1.0974,EXPAND,19.03,LOW,23.85,10.80,13.05,2,UP,40.412,38.629,32.75,29.57,10.60,UP,BU,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,9.680,2.660,16.800,2.660,32.790,2.660,53.840,2.660,44,5,48
23,2025-03-15,2025-03-15 00:00,2025-03-14 18:00,PatD,BUY,2989.620,8.412,8.318,7.208,1.1670,NORMAL,1.0113,NEUTRAL,RISING_ACCEL,9.57,3.74,32.92,HIGH,21.29,14.35,6.95,2977.285,1.483,16.843,15.348,1.0974,EXPAND,19.03,LOW,23.85,10.80,13.05,2,UP,40.412,38.629,32.75,29.57,10.60,UP,BU,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4.430,7.910,11.550,7.910,27.920,7.910,48.590,7.910,43,4,48
24,2025-03-17,2025-03-17 20:00,2025-03-17 14:00,PatE,BUY,2987.070,5.960,6.858,7.265,0.8204,NORMAL,0.8690,CONTRACT,EXPANDING,12.91,19.83,17.45,LOW,24.35,20.06,4.29,2985.781,0.188,14.120,14.530,0.9718,NEUTRAL,23.41,MID,23.66,9.05,14.61,3,DOWN,39.982,38.266,34.01,27.00,9.68,UP,BU,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,21.210,1.100,51.140,1.100,51.140,1.100,58.210,1.100,39,1,48
25,2025-03-19,2025-03-19 17:00,2025-03-19 11:00,PatD,BUY,3030.440,5.790,6.891,7.283,0.7950,NORMAL,0.8403,CONTRACT,RISING_ACCEL,7.10,13.40,34.14,HIGH,20.73,17.21,3.51,3026.201,0.615,14.315,13.524,1.0585,EXPAND,35.00,HIGH,26.59,9.39,17.19,0,UP,38.966,38.876,38.29,34.05,8.07,UP,BU,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,21.600,4.610,26.930,4.810,26.930,4.810,26.930,8.660,18,42,48
26,2025-03-19,2025-03-19 18:00,2025-03-19 12:00,PatD,BUY,3034.540,5.974,6.903,7.283,0.8203,NORMAL,0.8654,CONTRACT,EXPANDING,11.74,15.27,33.20,HIGH,23.59,16.17,7.42,3026.707,1.135,14.199,13.586,1.0451,NEUTRAL,35.54,HIGH,25.46,8.99,16.46,1,UP,38.966,38.876,38.29,34.05,8.07,UP,BU,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,17.500,8.710,22.830,8.910,22.830,8.910,22.830,12.760,17,41,48
27,2025-03-19,2025-03-19 19:00,2025-03-19 13:00,PatD,BUY,3038.840,6.111,6.805,7.283,0.8390,NORMAL,0.8979,CONTRACT,RISING_ACCEL,7.97,5.48,32.59,HIGH,24.27,15.19,9.08,3027.442,1.675,14.199,13.586,1.0451,NEUTRAL,35.54,HIGH,25.46,8.99,16.46,1,UP,38.966,38.876,38.29,34.05,8.07,UP,BU,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,16.630,13.010,18.530,13.210,18.530,13.210,18.530,34.700,16,48,48
28,2025-03-19,2025-03-19 20:00,2025-03-19 14:00,PatD,BUY,3037.130,6.238,6.787,7.283,0.8564,NORMAL,0.9191,CONTRACT,RISING_ACCEL,7.73,0.63,32.18,HIGH,24.26,14.27,9.99,3028.029,1.341,14.199,13.586,1.0451,NEUTRAL,35.54,HIGH,25.46,8.99,16.46,1,UP,38.966,38.876,38.29,34.05,8.07,UP,BU,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,19.070,11.300,20.240,11.500,20.240,11.500,20.240,37.790,15,48,48
29,2025-03-19,2025-03-19 21:00,2025-03-19 15:00,PatD,BUY,3033.110,6.737,6.932,7.283,0.9250,NORMAL,0.9719,NEUTRAL,EXPANDING,12.76,1.03,30.89,HIGH,22.79,18.35,4.44,3028.337,0.689,14.199,13.586,1.0451,NEUTRAL,35.54,HIGH,25.46,8.99,16.46,1,UP,38.966,38.876,38.29,34.05,8.07,UP,BU,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,23.090,7.280,24.260,7.480,24.260,7.480,24.260,33.770,14,47,48
30,2025-03-20,2025-03-20 00:00,2025-03-19 18:00,PatA,BUY,3033.080,7.456,6.941,7.294,1.0221,NORMAL,1.0741,EXPAND,RISING_DECEL,10.67,-2.09,27.45,MID,23.53,16.49,7.04,3028.756,0.623,13.514,13.667,0.9888,NEUTRAL,35.95,HIGH,24.37,9.21,15.17,0,DOWN,38.966,38.876,38.29,34.05,8.07,UP,BU,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,24.290,3.700,24.290,7.450,24.290,11.300,24.290,33.740,11,44,48
31,2025-03-20,2025-03-20 02:00,2025-03-19 20:00,PatA,BUY,3046.840,8.294,7.009,7.316,1.1337,NORMAL,1.1833,EXPAND,RISING_DECEL,14.58,-1.46,26.06,MID,25.46,16.83,8.63,3029.959,2.408,13.953,13.982,0.9979,NEUTRAL,36.52,HIGH,25.99,8.82,17.17,1,DOWN,38.966,38.876,38.29,34.05,8.07,UP,BU,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,10.530,5.910,10.530,21.210,10.530,25.060,10.530,47.500,9,42,48
32,2025-03-20,2025-03-20 18:00,2025-03-20 12:00,PatD,BUY,3034.160,7.636,7.526,7.328,1.0420,NORMAL,1.0145,NEUTRAL,RISING_ACCEL,7.47,8.41,24.16,MID,21.50,22.56,-1.06,3039.569,-0.719,15.164,13.512,1.1222,EXPAND,37.36,HIGH,23.51,13.33,10.17,2,UP,38.368,38.603,40.45,32.55,7.37,UP,PD,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12.440,4.930,13.220,12.380,13.220,34.820,13.220,34.820,13,27,48
33,2025-03-20,2025-03-20 22:00,2025-03-20 16:00,PatD,BUY,3040.230,7.562,7.913,7.328,1.0320,NORMAL,0.9557,NEUTRAL,EXPANDING,10.66,13.46,19.90,LOW,20.98,19.29,1.69,3039.023,0.153,13.999,13.554,1.0328,NEUTRAL,36.97,HIGH,22.80,12.77,10.03,3,UP,38.368,38.603,40.45,32.55,7.37,UP,PD,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.150,10.370,7.150,40.890,7.150,40.890,7.150,40.890,9,23,48
34,2025-03-20,2025-03-20 23:00,2025-03-20 17:00,PatD,BUY,3040.630,7.681,7.728,7.330,1.0479,NORMAL,0.9939,NEUTRAL,EXPANDING,14.67,18.27,19.19,LOW,21.30,18.12,3.18,3039.121,0.195,13.999,13.554,1.0328,NEUTRAL,36.97,HIGH,22.80,12.77,10.03,3,UP,38.368,38.603,40.45,32.55,7.37,UP,PD,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6.750,12.820,6.750,41.290,6.750,41.290,6.750,41.290,8,22,48
35,2025-03-21,2025-03-21 00:00,2025-03-20 18:00,PatD,BUY,3038.210,7.912,7.786,7.331,1.0794,NORMAL,1.0163,NEUTRAL,EXPANDING,10.69,17.08,18.11,LOW,20.01,19.44,0.57,3039.065,-0.110,13.999,13.554,1.0328,NEUTRAL,36.97,HIGH,22.80,12.77,10.03,3,UP,38.368,38.603,40.45,32.55,7.37,UP,PD,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.170,16.430,9.170,38.870,9.170,38.870,9.170,38.870,7,21,48
36,2025-03-22,2025-03-22 00:00,2025-03-21 18:00,PatB,BUY,3015.080,8.465,7.433,7.359,1.1502,NORMAL,1.1388,EXPAND,RISING_DECEL,18.94,-29.08,19.83,LOW,13.21,21.24,-8.03,3030.800,-2.115,15.180,14.062,1.0795,EXPAND,31.86,HIGH,19.45,18.67,0.78,1,UP,39.260,39.235,40.78,29.72,11.48,UP,BU,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11.170,2.310,18.180,9.350,18.180,12.730,20.850,12.730,44,25,48
37,2025-03-26,2025-03-26 18:00,2025-03-26 12:00,PatE,BUY,3023.100,5.454,6.042,7.405,0.7366,NORMAL,0.9028,CONTRACT,RISING_ACCEL,6.39,16.00,8.51,LOW,21.02,21.57,-0.55,3021.103,0.331,13.083,13.263,0.9864,NEUTRAL,21.47,MID,19.56,13.78,5.79,4,DOWN,38.375,38.796,41.82,23.36,8.74,UP,PD,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,7.250,10.900,32.600,10.900,40.350,10.900,62.920,10.900,43,5,48
38,2025-03-27,2025-03-27 00:00,2025-03-26 18:00,PatB,BUY,3015.560,6.892,6.332,7.390,0.9326,NORMAL,1.0884,EXPAND,RISING_DECEL,9.69,-5.51,8.13,LOW,19.37,22.06,-2.69,3020.604,-0.797,12.630,13.230,0.9546,NEUTRAL,21.05,MID,18.73,14.84,3.89,5,DOWN,38.375,38.796,41.82,23.36,8.74,UP,PD,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,22.960,0.350,44.270,0.350,69.290,0.350,71.150,0.350,44,1,48
39,2025-03-27,2025-03-27 22:00,2025-03-27 16:00,PatD,BUY,3057.750,8.494,7.124,7.384,1.1502,NORMAL,1.1923,EXPAND,EXPANDING,35.44,13.31,22.27,MID,28.04,15.23,12.81,3032.649,3.524,14.012,13.681,1.0242,NEUTRAL,22.06,MID,23.39,11.43,11.96,0,UP,37.326,39.085,42.92,27.05,7.98,UP,PD,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19.760,10.110,28.960,10.110,58.090,10.110,70.110,10.110,38,2,48
40,2025-03-27,2025-03-27 23:00,2025-03-27 17:00,PatD,BUY,3052.120,8.722,7.239,7.390,1.1802,NORMAL,1.2048,EXPAND,EXPANDING,32.00,5.90,22.72,MID,26.34,14.31,12.03,3033.829,2.527,14.012,13.681,1.0242,NEUTRAL,22.06,MID,23.39,11.43,11.96,0,UP,37.326,39.085,42.92,27.05,7.98,UP,PD,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25.390,4.480,34.590,4.480,67.660,4.480,75.740,4.480,37,1,48
41,2025-03-28,2025-03-28 00:00,2025-03-27 18:00,PatD,BUY,3048.330,8.877,7.260,7.391,1.2011,NORMAL,1.2228,EXPAND,RISING_DECEL,18.53,-6.11,22.50,MID,24.74,16.80,7.95,3034.708,1.876,14.012,13.681,1.0242,NEUTRAL,22.06,MID,23.39,11.43,11.96,0,UP,37.326,39.085,42.92,27.05,7.98,UP,PD,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33.720,0.590,38.380,0.590,79.530,0.590,79.530,0.590,36,1,48
42,2025-03-28,2025-03-28 01:00,2025-03-27 19:00,PatD,BUY,3052.720,8.879,7.163,7.392,1.2010,NORMAL,1.2395,EXPAND,RISING_DECEL,4.53,-30.91,22.30,MID,23.25,15.78,7.46,3035.800,2.362,14.012,13.681,1.0242,NEUTRAL,22.06,MID,23.39,11.43,11.96,0,UP,37.326,39.085,42.92,27.05,7.98,UP,PD,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32.130,0.150,33.990,0.150,75.140,0.150,75.140,0.150,35,1,48
43,2025-03-28,2025-03-28 09:00,2025-03-28 03:00,PatD,BUY,3073.800,8.249,6.692,7.413,1.1128,NORMAL,1.2327,EXPAND,RISING_ACCEL,3.46,10.56,25.35,MID,29.11,12.03,17.08,3044.361,4.399,14.140,13.522,1.0457,NEUTRAL,23.35,MID,24.93,10.48,14.45,0,UP,37.017,39.354,44.65,31.87,7.29,UP,PD,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12.220,7.880,33.270,7.880,54.060,7.880,73.500,7.880,48,7,48
44,2025-03-28,2025-03-28 10:00,2025-03-28 04:00,PatD,BUY,3071.550,8.313,6.777,7.417,1.1208,NORMAL,1.2267,EXPAND,RISING_ACCEL,8.27,17.69,26.57,MID,30.18,11.30,18.88,3046.009,3.769,14.953,13.392,1.1166,EXPAND,24.28,MID,26.61,10.03,16.58,1,UP,37.017,39.354,44.65,31.87,7.29,UP,PD,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15.160,5.630,40.140,5.630,56.310,5.630,76.370,5.630,48,6,48
45,2025-03-28,2025-03-28 18:00,2025-03-28 12:00,PatD,BUY,3074.200,6.821,7.850,7.429,0.9181,NORMAL,0.8689,CONTRACT,RISING_ACCEL,9.24,26.03,32.80,HIGH,23.68,13.09,10.59,3057.878,2.079,16.320,13.808,1.1820,EXPAND,26.14,MID,25.20,9.20,16.00,3,UP,37.017,39.354,44.65,31.87,7.29,UP,PD,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,23.470,6.920,53.660,6.920,53.660,6.920,74.730,6.920,41,5,48
46,2025-03-28,2025-03-28 20:00,2025-03-28 14:00,PatD,BUY,3077.120,7.299,7.888,7.429,0.9824,NORMAL,0.9254,CONTRACT,RISING_ACCEL,8.85,11.90,33.60,HIGH,27.38,11.55,15.82,3060.093,2.159,16.320,13.808,1.1820,EXPAND,26.14,MID,25.20,9.20,16.00,3,UP,37.017,39.354,44.65,31.87,7.29,UP,PD,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20.550,9.840,50.740,9.840,68.520,9.840,71.810,9.840,39,3,48
47,2025-03-28,2025-03-28 21:00,2025-03-28 15:00,PatD,BUY,3083.130,7.984,8.093,7.445,1.0724,NORMAL,0.9864,NEUTRAL,EXPANDING,17.04,7.80,34.13,HIGH,26.75,10.85,15.90,3061.489,2.674,16.320,13.808,1.1820,EXPAND,26.14,MID,25.20,9.20,16.00,3,UP,37.017,39.354,44.65,31.87,7.29,UP,PD,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,23.940,15.850,44.730,15.850,64.170,15.850,65.800,15.850,38,2,48
